"aIdstao"	"aIdbeob"	"Jahr"	"natural_artifical_surfaces"	"mobile_blocks"	"coarse_inorganic_sediments"	"gravel"	"sand_silt"	"fine_sediments"	"coarse_organic_matter"	"moss"	"hydrophytes"	"helophytes"	"algae_clay"	"error"	"v_150"	"v_25_75"	"v_5"	"v_5_25"	"v_75_150"	"flow error"	"MonitoringProgram"
776211	7762112	2016	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	NA	0	0	0.5	0.5	0	"0"	"BDM"
500123	5001232	2016	0.125	0.125	0.25	0.125	0.125	0.125	0.125	0	0	0	0	NA	0	0.625	0.375	0	0	"0"	"BDM"
530163	5301632	2016	0	0.25	0.125	0.125	0.125	0.125	0.25	0	0	0	0	NA	0.25	0.25	0.375	0.125	0	"0"	"BDM"
542171	5421712	2016	0.125	0.25	0.125	0.125	0.125	0.125	0.125	0	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
548155	5481552	2016	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
572131	5721312	2016	0.125	0.125	0.25	0.125	0.125	0	0.125	0.125	0	0	0	NA	0	0.5	0.375	0.125	0	"0"	"BDM"
572211	5722112	2016	0.125	0.25	0.25	0.125	0	0	0.125	0	0	0	0.125	NA	0.125	0.75	0.125	0	0	"0"	"BDM"
572251	5722512	2016	0.125	0	0.25	0.25	0	0	0.125	0.25	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
584099	5840992	2016	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0	0.25	0.375	0.25	0.125	"0"	"BDM"
584139	5841392	2016	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0	0	0	NA	0.125	0.375	0.5	0	0	"0"	"BDM"
590163	5901632	2016	0	0	0	0.25	0.25	0.25	0	0	0.25	0	0	NA	1	0	0	0	0	"0"	"BDM"
590203	5902032	2016	0	0	0.25	0.25	0.25	0	0.25	0	0	0	0	NA	0.125	0.375	0.5	0	0	"0"	"BDM"
590243	5902432	2016	0.125	0.125	0.125	NA	NA	NA	0.25	0.25	NA	NA	NA	"substrate area= 0.875"	NA	0.25	0.5	0.125	NA	"flow area= 0.875"	"BDM"
596107	5961072	2016	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0.125	0.125	0.375	0.375	0	"0"	"BDM"
596147	5961472	2016	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0	0	0.75	0.25	0	"0"	"BDM"
596187	5961872	2016	0	0	0.25	0.25	0	0.25	0.25	0	0	0	0	NA	0.5	0.5	0	0	0	"0"	"BDM"
602131	6021312	2016	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
602171	6021712	2016	0.125	0.125	0.25	0.125	0	0	0.125	0.25	0	0	0	NA	0.125	0.5	0.375	0	0	"0"	"BDM"
602251	6022512	2016	0	0.375	0.375	0.25	0	0	0	0	0	0	0	NA	0	0.375	0.375	0.25	0	"0"	"BDM"
608115	6081152	2016	0.125	0.25	0.125	0.125	0.125	0	0	0.25	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
608195	6081952	2016	0.25	0.125	0.125	0.125	0.125	0.125	0.125	0	0	0	0	NA	0.25	0.5	0.25	0	0	"0"	"BDM"
614219	6142192	2016	0.125	0	0.25	0	0.25	0	0	0.25	0	0.125	0	NA	0	0.25	0.625	0.125	0	"0"	"BDM"
614259	6142592	2016	0.125	0.375	0.25	0.25	0	0	0	0	0	0	0	NA	0.25	0.375	0.375	0	0	"0"	"BDM"
620123	6201232	2017	0.125	0.25	0.125	0.125	0.125	0.125	0.125	0	0	0	0	NA	0.25	0.25	0.375	0.125	0	"0"	"BDM"
620203	6202032	2016	0.125	0.125	0.25	0.125	0.125	0	0.125	0.125	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
620243	6202432	2016	0	0.25	0.25	0.25	0	0	0	0.25	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
626107	6261072	2016	0.125	0.25	0.125	0.125	0.125	0.125	0.125	0	0	0	0	NA	0.25	0.375	0.375	0	0	"0"	"BDM"
626187	6261872	2016	0	0.125	0.375	0.25	0.125	0	0.125	0	0	0	0	NA	0.25	0.75	0	0	0	"0"	"BDM"
626227	6262272	2016	0.125	0.125	0.25	0.125	0.25	0	0.125	0	0	0	0	NA	0.125	0.25	0.625	0	0	"0"	"BDM"
626267	6262672	2016	0.25	0.125	0.375	0.25	0	0	0	0	0	0	0	NA	0.25	0.375	0.25	0.125	0	"0"	"BDM"
632211	6322112	2016	0.125	0.125	0.25	0.125	0.125	0	0.25	0	0	0	0	NA	0.125	0.25	0.5	0.125	0	"0"	"BDM"
632251	6322512	2016	0.125	0.25	0.25	0.125	0	0	0.125	0.125	0	0	0	NA	0	0.375	0.625	0	0	"0"	"BDM"
638195	6381952	2016	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0.125	0	0.625	0.25	0	"0"	"BDM"
638235	6382352	2016	0.125	0.25	0.25	0	0	0	0.125	0	0	0	0.25	NA	0	0	0.5	0.5	0	"0"	"BDM"
644099	6440992	2016	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
644139	6441392	2016	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
644179	6441792	2016	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0	0.5	0.5	0	"0"	"BDM"
644219	6442192	2016	0	0.125	0.375	0.125	0.125	0	0.25	0	0	0	0	NA	0.375	0.375	0.25	0	0	"0"	"BDM"
650163	6501632	2016	0.25	0.375	0.375	0	0	0	0	0	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
650203	6502032	2016	0.125	0.125	0.25	0.125	0.125	0	0.125	0.125	0	0	0	NA	0.25	0.375	0.375	0	0	"0"	"BDM"
650243	6502432	2016	0	0	0.125	0.375	0.375	0	0.125	0	0	0	0	NA	0.25	0.5	0.25	0	0	"0"	"BDM"
656147	6561472	2016	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	NA	0	0	0.5	0.5	0	"0"	"BDM"
656187	6561872	2016	0	0.375	0.375	0.125	0.125	0	0	0	0	0	0	NA	0	0.375	0.375	0.25	0	"0"	"BDM"
656227	6562272	2016	0	0	0.25	0	0.125	0	0.25	0.375	0	0	0	NA	0.5	0.25	0.25	0	0	"0"	"BDM"
662251	6622512	2016	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0	0.125	0	0	NA	0	0.625	0.375	0	0	"0"	"BDM"
668155	6681552	2016	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
668235	6682352	2016	0.125	0.25	0.25	0.125	0	0	0.125	0.125	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
674179	6741792	2017	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
674219	6742192	2016	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0.25	0.25	0.5	0	0	"0"	"BDM"
680123	6801232	2016	0.25	0.375	0.375	0	0	0	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
680243	6802432	2016	0	0.25	0.25	0.125	0.125	0	0.25	0	0	0	0	NA	0	0.625	0.375	0	0	"0"	"BDM"
680283	6802832	2016	0.25	0.125	0	0	0.125	0.125	0.25	0.125	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
686187	6861872	2016	0.125	0.375	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.375	0.5	0	"0"	"BDM"
686267	6862672	2016	0	0	0.25	0.125	0.125	0	0.5	0	0	0	0	NA	0.125	0.5	0.375	0	0	"0"	"BDM"
692131	6921312	2016	0.125	0.25	0.125	0.125	0	0	0.125	0.25	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
692211	6922112	2016	0.125	0	0.25	0.125	0.125	0	0.25	0.125	0	0	0	NA	0.5	0.375	0.125	0	0	"0"	"BDM"
698115	6981152	2016	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0.125	0.125	0.5	0.25	0	"0"	"BDM"
698155	6981552	2016	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
698235	6982352	2016	0.125	0.25	0.125	0.125	0	0.125	0.125	0.125	0	0	0	NA	0	0.25	0.75	0	0	"0"	"BDM"
704179	7041792	2016	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
704219	7042192	2016	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
704259	7042592	2016	0.125	0	0.25	0.25	0	0	0	0	0.25	0	0.125	NA	0	0.375	0.625	0	0	"0"	"BDM"
710123	7101232	2016	0.125	0.375	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.375	0.5	0.125	0	"0"	"BDM"
710243	7102432	2016	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0	0.25	0.75	0	0	"0"	"BDM"
716107	7161072	2016	0.25	0.25	0.25	0.125	0.125	0	0	0	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
716187	7161872	2016	0.125	0.25	0.25	0.125	0	0	0	0.25	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
716227	7162272	2016	0.25	0	0.375	0.375	0	0	0	0	0	0	0	NA	0	0	1	0	0	"0"	"BDM"
716267	7162672	2016	0	0	0.25	0.25	0	0.25	0.25	0	0	0	0	NA	0.125	0.5	0.375	0	0	"0"	"BDM"
722131	7221312	2016	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
722171	7221712	2016	0.125	0.25	0.25	0.125	0	0	0	0.25	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
722211	7222112	2016	0.125	0.25	0.125	0	0.125	0.125	0.25	0	0	0	0	NA	0	0.375	0.5	0.125	0	"0"	"BDM"
722251	7222512	2016	0.125	0.25	0.125	0.125	0	0	0.25	0.125	0	0	0	NA	0	0.25	0.75	0	0	"0"	"BDM"
728155	7281552	2016	0.125	0.25	0.25	0	0.125	0	0	0.25	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
728195	7281952	2016	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
728235	7282352	2016	0.125	0	0.25	0.25	0	0	0	0.25	0	0	0.125	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
734179	7341792	2016	0.125	0.25	0.125	0.125	0	0.125	0.25	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
734219	7342192	2016	0.25	0	0	0	0	0.25	0	0.25	0	0	0.25	NA	0.125	0.25	0.375	0.25	0	"0"	"BDM"
734259	7342592	2016	0	0.25	0.25	0.125	0	0.125	0.25	0	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
740163	7401632	2016	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0.125	0.125	0.375	0.375	0	"0"	"BDM"
740203	7402032	2016	0.125	0.25	0.125	0.125	0.125	0.125	0	0.125	0	0	0	NA	0	0.25	0.625	0.125	0	"0"	"BDM"
740243	7402432	2016	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.375	0.5	0.125	0	"0"	"BDM"
746187	7461872	2016	0.25	0	0	0.375	0	0	0	0	0.375	0	0	NA	0	0	1	0	0	"0"	"BDM"
746227	7462272	2016	0.25	0.125	0.25	0	0	0	0.375	0	0	0	0	NA	0.125	0.375	0.375	0.125	0	"0"	"BDM"
746267	7462672	2016	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0	0.125	0.75	0.125	0	"0"	"BDM"
752171	7521712	2016	0.125	0.25	0.25	0.25	0	0.125	0	0	0	0	0	NA	0.125	0	0.875	0	0	"0"	"BDM"
752211	7522112	2016	0.375	0.125	0.25	0	0	0	0.25	0	0	0	0	NA	0	0.125	0.875	0	0	"0"	"BDM"
752251	7522512	2016	0	0.25	0.25	0.25	0.25	0	0	0	0	0	0	NA	0.125	0.5	0.375	0	0	"0"	"BDM"
758195	7581952	2016	0.25	0.25	0.125	0.125	0.125	0.125	0	0	0	0	0	NA	0.125	0.125	0.375	0.375	0	"0"	"BDM"
764139	7641392	2016	0.125	0.125	0.125	0.125	0	0.125	0.125	0.125	0	0.125	0	NA	0.125	0.25	0.625	0	0	"0"	"BDM"
776187	7761872	2016	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
794179	7941792	2016	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
806187	8061872	2016	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
812171	8121712	2016	0.125	0.375	0.375	0.125	0	0	0	0	0	0	0	NA	0	0	0.375	0.5	0.125	"0"	"BDM"
818195	8181952	2016	0.25	0.375	0.375	0	0	0	0	0	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
824179	8241792	2016	0.125	0.5	0.375	0	0	0	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
830163	8301632	2016	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
830203	8302032	2016	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0.125	0.125	0.5	0.25	0	"0"	"BDM"
728115	7281152	2016	0.125	0.25	0.125	0	0	0	0.25	0.25	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
524155	5241552	2017	0.125	0.25	0.125	0.125	0.125	0.125	0.125	0	0	0	0	NA	0.375	0.125	0.5	0	0	"0"	"BDM"
536163	5361632	2017	0.125	0.25	0.125	0.125	0.125	0.125	0.125	0	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
560139	5601392	2017	0.125	0.25	0.125	0.125	0.125	0.125	0.125	0	0	0	0	NA	0.25	0.125	0.375	0.25	0	"0"	"BDM"
560179	5601792	2017	0.125	0	0.25	0.25	0.125	0.125	0.125	0	0	0	0	NA	0.5	0.375	0.125	0	0	"0"	"BDM"
572107	5721072	2017	0	0	0	0	0	0.5	0.125	0	0.25	0.125	0	NA	0	0.375	0.625	0	0	"0"	"BDM"
578251	5782512	2017	0	0	0.25	0.25	0	0	0.25	0	0	0	0.25	NA	0	0.5	0.5	0	0	"0"	"BDM"
584195	5841952	2017	0.125	0.125	0.375	0.125	0	0.125	0	0.125	0	0	0	NA	0.5	0.25	0.25	0	0	"0"	"BDM"
590219	5902192	2017	0	0	0	0.125	0.25	0	0.25	0	0.25	0.125	0	NA	0.25	0.5	0.25	0	0	"0"	"BDM"
620219	6202192	2017	0	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0	0.125	0	NA	0.25	0.25	0.5	0	0	"0"	"BDM"
620259	6202592	2017	0	0.375	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
632227	6322272	2017	0.25	0.25	0.25	0.125	0.125	0	0	0	0	0	0	NA	0.125	0.375	0.375	0.125	0	"0"	"BDM"
638251	6382512	2017	NA	0.25	0.125	0.125	NA	NA	0.125	0.25	NA	NA	NA	"substrate area= 0.875"	NA	0.375	0.5	NA	NA	"flow area= 0.875"	"BDM"
644235	6442352	2017	0.25	0	0	0.25	0.125	0.125	0.25	0	0	0	0	NA	0.625	0.375	0	0	0	"0"	"BDM"
668251	6682512	2017	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0	0.375	0.625	0	0	"0"	"BDM"
674235	6742352	2018	0.125	0.25	0.125	0.125	0.125	0.125	0.125	0	0	0	0	NA	0.125	0.5	0.375	0	0	"0"	"BDM"
680259	6802592	2017	0.125	0.25	0.125	0	0.125	0.125	0	0.125	0.125	0	0	NA	0	0.25	0.75	0	0	"0"	"BDM"
686243	6862432	2017	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0.125	0.375	0.5	0	0	"0"	"BDM"
698251	6982512	2017	0	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0.125	NA	0	0.25	0.75	0	0	"0"	"BDM"
704235	7042352	2017	0.125	0.25	0.25	0.125	0.125	0	0	0	0.125	0	0	NA	0.25	0.5	0.25	0	0	"0"	"BDM"
704275	7042752	2017	0	0	0.25	0.25	0.125	0.125	0.25	0	0	0	0	NA	0.125	0.5	0.375	0	0	"0"	"BDM"
710139	7101392	2017	0.125	0.25	0.25	0.125	0.125	0.125	0	0	0	0	0	NA	0.125	0.125	0.5	0.25	0	"0"	"BDM"
710259	7102592	2017	0.125	0	0.125	0.125	0	0	0	0.25	0.25	0	0.125	NA	0	0.25	0.75	0	0	"0"	"BDM"
722227	7222272	2017	0.5	0	0	0	0	0	0	0.5	0	0	0	NA	0	0	0.25	0.75	0	"0"	"BDM"
722267	7222672	2017	0.125	0	0.25	0.125	0.125	0.125	0.125	0	0	0	0.125	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
734275	7342752	2017	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
752187	7521872	2017	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
752227	7522272	2017	0.5	0	0	0	0	0	0	0.5	0	0	0	NA	0	0	0.5	0.5	0	"0"	"BDM"
500139	5001392	2017	0.125	0	0.125	0.125	0.125	0.125	0.125	0.25	0	0	0	NA	0.125	0.25	0.5	0.125	0	"0"	"BDM"
554155	5541552	2017	0.125	0.25	0.125	0.125	0.125	0	0	0.25	0	0	0	NA	0	0	0.75	0.25	0	"0"	"BDM"
560219	5602192	2017	0	0.25	0.25	0.25	0	0	0	0.25	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
566163	5661632	2017	0	0.375	0.125	0.125	0	0.125	0.125	0.125	0	0	0	NA	0.375	0.375	0.25	0	0	"0"	"BDM"
578171	5781712	2017	0	0.125	0.25	0.25	0.125	0	0.25	0	0	0	0	NA	0.125	0.375	0.5	0	0	"0"	"BDM"
590179	5901792	2017	0	0.25	0.25	0.125	0.125	0	0.25	0	0	0	0	NA	0.25	0.5	0.25	0	0	"0"	"BDM"
596123	5961232	2017	0.125	0.25	0.125	0.125	0.125	0.125	0.125	0	0	0	0	NA	0.125	0.25	0.625	0	0	"0"	"BDM"
596163	5961632	2017	0.125	0.25	0.25	0.125	0.125	0	0	0.125	0	0	0	NA	0.125	0.5	0.375	0	0	"0"	"BDM"
620179	6201792	2017	0	0	0.375	0.25	0.125	0	0	0	0	0.25	0	NA	0.25	0.375	0.375	0	0	"0"	"BDM"
626203	6262032	2017	0.125	0.125	0.25	0.25	0.125	0	0	0	0.125	0	0	NA	0.25	0.25	0.5	0	0	"0"	"BDM"
626243	6262432	2017	0	0.25	0.25	0.125	0	0.125	0.25	0	0	0	0	NA	0.125	0.375	0.5	0	0	"0"	"BDM"
638211	6382112	2017	0.125	0	0.25	0.25	0.125	0	0.25	0	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
644195	6441952	2017	0.125	0.25	0.25	0.25	0	0	0	0	0	0	0.125	NA	0.125	0.375	0.5	0	0	"0"	"BDM"
704115	7041152	2017	0	0.25	0.125	0.125	0	0	0.25	0.25	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
710099	7100992	2017	0.125	0.25	0.25	0	0	0	0.125	0	0	0	0.25	NA	0	0	0.625	0.375	0	"0"	"BDM"
710219	7102192	2017	0	0.25	0.25	0.125	0.125	0	0	0.25	0	0	0	NA	0.125	0.5	0.375	0	0	"0"	"BDM"
716083	7160832	2017	0	0	0.5	0	0	0	0.5	0	0	0	0	NA	0.5	0.5	0	0	0	"0"	"BDM"
716243	7162432	2017	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0.375	0.625	0	0	"0"	"BDM"
740259	7402592	2017	0	0	0.25	0.25	0.25	0	0.25	0	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
746243	7462432	2017	0.125	0.25	0.25	0.25	0	0	0	0	0	0	0.125	NA	0	0.125	0.625	0.25	0	"0"	"BDM"
758251	7582512	2017	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0.125	0.5	0.375	0	0	"0"	"BDM"
578131	5781312	2017	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0.125	0.125	0.375	0.25	0.125	"0"	"BDM"
632187	6321872	2017	0.125	0	0.375	0.25	0	0.125	0.125	0	0	0	0	NA	0.75	0.25	0	0	0	"0"	"BDM"
656203	6562032	2017	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0.125	0.125	0.625	0.125	0	"0"	"BDM"
674195	6741952	2018	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
716123	7161232	2017	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
722107	7221072	2017	0	0.25	0.125	0.125	0	0	0.25	0.25	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
764195	7641952	2017	0.25	0.25	0.25	0	0	0	0.125	0.125	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
554115	5541152	2017	0.125	0.25	0.125	0.125	0.125	0	0.25	0	0	0	0	NA	0.25	0.375	0.375	0	0	"0"	"BDM"
578091	5780912	2017	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0	0.125	0.75	0.125	0	"0"	"BDM"
584155	5841552	2017	0	0.25	0.25	0.25	0	0	0.25	0	0	0	0	NA	0	0	0.5	0.5	0	"0"	"BDM"
590139	5901392	2017	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
602107	6021072	2017	NA	0.375	0.125	0.125	0.125	NA	0.125	NA	NA	NA	NA	"substrate area= 0.875"	NA	0.25	0.5	0.125	NA	"flow area= 0.875"	"BDM"
608171	6081712	2017	0.125	0.25	0.125	0.125	0.125	0	0.125	0.125	0	0	0	NA	0	0.25	0.625	0.125	0	"0"	"BDM"
626123	6261232	2017	0.125	0.25	0.125	0.125	0	0	0.125	0.25	0	0	0	NA	0.125	0.625	0.25	0	0	"0"	"BDM"
626163	6261632	2017	0.125	0.25	0.125	0.125	0	0	0.125	0.25	0	0	0	NA	0	0	0.75	0.25	0	"0"	"BDM"
638131	6381312	2017	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0.125	0.25	0.125	0.5	0	"0"	"BDM"
686163	6861632	2017	0.125	0.375	0.125	0	0.375	0	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
698211	6982112	2017	0	0.25	0.25	0.125	0.125	0.125	0.125	0	0	0	0	NA	0.75	0.25	0	0	0	"0"	"BDM"
704195	7041952	2017	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
710179	7101792	2017	0.25	0.375	0.375	0	0	0	0	0	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
722147	7221472	2017	0.25	0.375	0.375	0	0	0	0	0	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
770139	7701392	2017	0.25	0.375	0	0.375	0	0	0	0	0	0	0	NA	0.125	0.25	0.375	0.25	0	"0"	"BDM"
776203	7762032	2017	0.25	0.25	0.25	0	0	0	0.25	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
590099	5900992	2017	0.125	0.25	0.25	0.25	0	0	0	0.125	0	0	0	NA	0.125	0.25	0.375	0.25	0	"0"	"BDM"
644115	6441152	2017	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
674155	6741552	2017	0.25	0.375	0.375	0	0	0	0	0	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
680139	6801392	2017	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
686123	6861232	2017	0.25	0.375	0.375	0	0	0	0	0	0	0	0	NA	0	0.25	0.75	0	0	"0"	"BDM"
716163	7161632	2017	0	0	0.25	0.25	0.25	0	0	0.25	0	0	0	NA	0	0.5	0.5	0	0	"0"	"BDM"
722187	7221872	2017	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
734155	7341552	2017	0.125	0.25	0.25	0.125	0	0	0	0.25	0	0	0	NA	0	0	0.625	0.375	0	"0"	"BDM"
746163	7461632	2017	0.125	0.25	0.25	0	0	0	0	0.25	0	0	0.125	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
746203	7462032	2017	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0	0.25	0.375	0.375	"0"	"BDM"
770179	7701792	2017	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
782147	7821472	2017	0.25	0.375	0.375	0	0	0	0	0	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
782187	7821872	2017	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
788171	7881712	2017	0.25	0.375	0.375	0	0	0	0	0	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
800139	8001392	2017	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	NA	0	0.125	0.5	0.375	0	"0"	"BDM"
800179	8001792	2017	0.25	0.25	0.25	0	0	0	0	0.25	0	0	0	NA	0	0	0.125	0.5	0.375	"0"	"BDM"
818171	8181712	2017	0.375	0.25	0.125	0.25	0	0	0	0	0	0	0	NA	0	0.25	0.5	0.25	0	"0"	"BDM"
824195	8241952	2017	0.125	0.625	0.25	0	0	0	0	0	0	0	0	NA	0	0	0.375	0.5	0.125	"0"	"BDM"
602147	6021472	2017	0.125	0.25	0.25	0.125	0	0	0.25	0	0	0	0	NA	0	0.25	0.625	0.125	0	"0"	"BDM"
608131	6081312	2017	0.125	0.25	0.25	0.25	0.125	0	0	0	0	0	0	NA	0	0.25	0.375	0.375	0	"0"	"BDM"
662227	6622272	2017	0	0	0.5	0.25	0.125	0	0.125	0	0	0	0	NA	0.5	0.25	0.25	0	0	"0"	"BDM"
680219	6802192	2017	0	0	0.25	0.25	0.125	0.125	0.25	0	0	0	0	NA	0.625	0.375	0	0	0	"0"	"BDM"
692227	6922272	2017	0	0	0.25	0	0.125	0.125	0.25	0	0.25	0	0	NA	0.125	0.625	0.25	0	0	"0"	"BDM"
506139	5061392	2018	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0.125	0	0.625	0.25	0	"0"	"BDM"
518147	5181472	2018	0.125	0.25	0.25	0.125	0.125	0	0.125	0	0	0	0	NA	0.125	0.375	0.5	0	0	"0"	"BDM"
