"aIdstao"	"aIdbeob"	"Jahr"	"natural_artifical_surfaces"	"mobile_blocks"	"coarse_inorganic_sediments"	"gravel"	"sand_silt"	"fine_sediments"	"coarse_organic_matter"	"covclass_mobile_blocks"	"covclass_moss"	"covclass_hydrophytes"	"covclass_coarse_organic_matter"	"covclass_coarse_inorganic_sediments"	"covclass_gravel"	"covclass_helophytes"	"covclass_fine_sediments"	"covclass_sand_silt"	"covclass_natural_artifical_surfaces"	"covclass_algae_clay"	"normcov_mobile_blocks"	"normcov_moss"	"normcov_hydrophytes"	"normcov_coarse_organic_matter"	"normcov_coarse_inorganic_sediments"	"normcov_gravel"	"normcov_helophytes"	"normcov_fine_sediments"	"normcov_sand_silt"	"normcov_natural_artifical_surfaces"	"normcov_algae_clay"	"error"
698147	6981471	2013	0.125	0.25	0.25	0	0.125	0	0	3	1	NA	NA	2	NA	NA	NA	1	4	NA	0.254166666666667	0.025	0	0	0.0666666666666667	0	0	0	0.025	0.629166666666667	0	NA
698227	6982271	2013	0.25	0.25	0.25	0.25	0	0	0	1	NA	NA	NA	4	1	NA	NA	NA	3	NA	0.0267857142857143	0	0	0	0.674107142857143	0.0267857142857143	0	0	0	0.272321428571429	0	NA
704131	7041311	2013	0.25	0.25	0.25	0.25	0	0	0	3	NA	NA	NA	4	1	NA	NA	NA	3	NA	0.218637992831541	0	0	0	0.541218637992832	0.021505376344086	0	0	0	0.218637992831541	0	NA
704211	7042111	2013	0.25	0.375	0	0	0	0	0	1	4	NA	NA	NA	NA	NA	NA	NA	4	NA	0.0194805194805195	0.49025974025974	0	0	0	0	0	0	0	0.49025974025974	0	NA
704251	7042511	2013	0.125	0.25	0.125	0.125	0	0	0.125	3	1	NA	2	4	3	NA	NA	NA	1	3	0.168508287292818	0.0165745856353591	0	0.0441988950276243	0.417127071823204	0.168508287292818	0	0	0	0.0165745856353591	0.168508287292818	NA
710115	7101151	2013	0.125	0.125	0.125	0.125	0.125	0.125	0.125	2	3	NA	1	3	3	NA	3	3	2	NA	0.0466472303206997	0.177842565597668	0	0.0174927113702624	0.177842565597668	0.177842565597668	0	0.177842565597668	0.177842565597668	0.0466472303206997	0	NA
710235	7102351	2013	0.125	0.25	0.25	0.125	0.125	0	0	1	NA	NA	3	1	NA	NA	NA	2	1	1	0.0594059405940594	0	0	0.603960396039604	0.0594059405940594	0	0	0	0.158415841584158	0.0594059405940594	0.0594059405940594	NA
716099	7160991	2013	0	0.25	0.125	0.125	0	0.125	0.125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
716219	7162191	2013	0.125	0.25	0.25	0.125	0	0	0.25	1	NA	NA	1	3	1	NA	NA	NA	3	NA	0.0428571428571429	0	0	0.0428571428571429	0.435714285714286	0.0428571428571429	0	0	0	0.435714285714286	0	NA
722083	7220831	2013	0.125	0.125	0	0.375	0	0	0.25	1	2	NA	3	NA	3	NA	NA	NA	3	NA	0.0292682926829268	0.0780487804878049	0	0.297560975609756	0	0.297560975609756	0	0	0	0.297560975609756	0	NA
722123	7221231	2013	0.125	0.125	0.125	0.125	0.125	0	0.125	2	3	NA	3	2	1	NA	NA	NA	1	3	0.0704845814977974	0.268722466960352	0	0.268722466960352	0.0704845814977974	0.026431718061674	0	0	0	0.026431718061674	0.268722466960352	NA
722163	7221631	2013	0.375	0.25	0.375	0	0	0	0	1	NA	NA	NA	1	NA	NA	NA	NA	4	NA	0.0368098159509202	0	0	0	0.0368098159509202	0	0	0	0	0.926380368098159	0	NA
722203	7222031	2013	0.5	0.25	0.25	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
722243	7222431	2013	0	0	0.25	0.25	0.125	0	0	2	NA	NA	NA	2	NA	NA	NA	NA	1	2	0.296296296296296	0	0	0	0.296296296296296	0	0	0	0	0.111111111111111	0.296296296296296	NA
728187	7281871	2013	0.25	0.25	0.25	0.25	0	0	0	3	NA	NA	NA	4	2	NA	NA	NA	1	NA	0.260683760683761	0	0	0	0.645299145299145	0.0683760683760684	0	0	0	0.0256410256410256	0	NA
728267	7282671	2013	0	0	0	0	0	0.125	0.25	NA	NA	2	3	NA	NA	3	4	NA	NA	1	0	0	0.0542372881355932	0.206779661016949	0	0	0.206779661016949	0.511864406779661	0	0	0.0203389830508475	NA
734211	7342111	2013	0.25	0.25	0.25	0	0	0	0	1	2	NA	NA	3	NA	NA	NA	NA	4	NA	0.0256410256410256	0.0683760683760684	0	0	0.260683760683761	0	0	0	0	0.645299145299145	0	NA
734251	7342511	2013	0	0.375	0.375	0	0.25	0	0	3	NA	NA	NA	4	NA	NA	NA	1	NA	NA	0.279816513761468	0	0	0	0.692660550458716	0	0	0	0.0275229357798165	0	0	NA
740155	7401551	2013	0.25	0.375	0.375	0	0	0	0	3	NA	NA	NA	3	NA	NA	NA	NA	4	NA	0.223443223443223	0	0	0	0.223443223443223	0	0	0	0	0.553113553113553	0	NA
740195	7401951	2013	0.25	0.375	0.375	0	0	0	0	2	NA	NA	NA	3	NA	NA	NA	NA	4	NA	0.0701754385964912	0	0	0	0.267543859649123	0	0	0	0	0.662280701754386	0	NA
740235	7402351	2013	0.25	0.25	0.25	0	0	0	0.25	1	NA	NA	1	2	NA	NA	NA	NA	4	NA	0.0335195530726257	0	0	0.0335195530726257	0.0893854748603352	0	0	0	0	0.843575418994413	0	NA
746219	7462191	2013	0.25	0.25	0.25	0.25	0	0	0	3	NA	NA	NA	3	1	NA	NA	NA	4	NA	0.218637992831541	0	0	0	0.218637992831541	0.021505376344086	0	0	0	0.541218637992832	0	NA
752163	7521631	2013	0.25	0	0	0	0.25	0	0.25	NA	1	NA	1	NA	NA	NA	NA	1	4	NA	0	0.0355029585798817	0	0.0355029585798817	0	0	0	0	0.0355029585798817	0.893491124260355	0	NA
752203	7522031	2013	0.25	0.25	0.25	0.25	0	0	0	2	NA	NA	NA	3	3	NA	NA	NA	1	NA	0.111111111111111	0	0	0	0.423611111111111	0.423611111111111	0	0	0	0.0416666666666667	0	NA
758187	7581871	2013	0.25	0	0.125	0	0	0	0.25	NA	2	NA	3	1	NA	NA	NA	NA	3	2	0	0.1	0	0.38125	0.0375	0	0	0	0	0.38125	0.1	NA
764131	7641311	2013	0.25	0.25	0.25	0	0.25	0	0	3	NA	NA	NA	3	NA	NA	NA	1	3	NA	0.322751322751323	0	0	0	0.322751322751323	0	0	0	0.0317460317460318	0.322751322751323	0	NA
764211	7642111	2013	0.125	0.25	0.25	0.125	0	0	0	4	2	NA	NA	3	NA	NA	NA	NA	2	NA	0.618852459016393	0.0655737704918033	0	0	0.25	0	0	0	0	0.0655737704918033	0	NA
764251	7642511	2013	0	0.25	0.25	0	0.25	0	0	3	NA	NA	NA	4	1	NA	NA	1	NA	NA	0.272321428571429	0	0	0	0.674107142857143	0.0267857142857143	0	0	0.0267857142857143	0	0	NA
770195	7701951	2013	0.125	0.25	0.25	0.25	0.125	0	0	4	NA	NA	NA	3	1	NA	NA	NA	2	NA	0.645299145299145	0	0	0	0.260683760683761	0.0256410256410256	0	0	0	0.0683760683760684	0	NA
776179	7761791	2013	0.25	0.25	0.25	0.25	0	0	0	3	NA	NA	NA	3	NA	NA	NA	NA	3	NA	0.333333333333333	0	0	0	0.333333333333333	0	0	0	0	0.333333333333333	0	NA
794171	7941711	2013	0.25	0.25	0.25	0	0	0	0	4	1	NA	NA	3	NA	NA	NA	NA	3	NA	0.541218637992832	0.021505376344086	0	0	0.218637992831541	0	0	0	0	0.218637992831541	0	NA
818187	8181871	2013	0.25	0.375	0.25	0.125	0	0	0	3	NA	NA	NA	3	2	NA	NA	2	3	NA	0.283720930232558	0	0	0	0.283720930232558	0.0744186046511628	0	0	0.0744186046511628	0.283720930232558	0	NA
824171	8241711	2013	0	0.375	0.375	0	0.25	0	0	4	1	NA	NA	3	1	NA	NA	2	1	NA	0.613821138211382	0.024390243902439	0	0	0.247967479674797	0.024390243902439	0	0	0.0650406504065041	0.024390243902439	0	NA
830195	8301951	2013	0.125	0.375	0.25	0.125	0.125	0	0	3	NA	NA	NA	2	2	NA	NA	3	3	NA	0.283720930232558	0	0	0	0.0744186046511628	0.0744186046511628	0	0	0.283720930232558	0.283720930232558	0	NA
530171	5301711	2014	0	0	0.25	0.25	0.125	0.125	0.25	NA	NA	NA	2	1	4	NA	1	2	NA	NA	0	0	0	0.0820512820512821	0.0307692307692308	0.774358974358974	0	0.0307692307692308	0.0820512820512821	0	0	NA
536155	5361551	2014	0.125	0.25	0.125	0.125	0.125	0	0.25	1	NA	NA	1	2	3	NA	NA	1	3	NA	0.0384615384615385	0	0	0.0384615384615385	0.102564102564103	0.391025641025641	0	0	0.0384615384615385	0.391025641025641	0	NA
536195	5361951	2014	0.125	0	0.25	0.25	0	0.125	0.25	NA	NA	NA	2	2	4	NA	3	NA	1	NA	0	0	0	0.064	0.064	0.604	0	0.244	0	0.024	0	NA
542179	5421791	2014	0.125	0.125	0.125	0.125	0.125	0.125	0.125	1	1	NA	1	3	3	NA	2	2	2	NA	0.0319148936170213	0.0319148936170213	0	0.0319148936170213	0.324468085106383	0.324468085106383	0	0.0851063829787234	0.0851063829787234	0.0851063829787234	0	NA
548163	5481631	2014	0.125	0	0.125	0.375	0.125	0.125	0.125	3	NA	NA	1	3	1	NA	1	2	2	NA	0.354651162790698	0	0	0.0348837209302326	0.354651162790698	0.0348837209302326	0	0.0348837209302326	0.0930232558139535	0.0930232558139535	0	NA
554147	5541471	2014	0.125	0.25	0.125	0	0.125	0.125	0.25	2	NA	NA	1	2	NA	NA	1	2	4	NA	0.0758293838862559	0	0	0.028436018957346	0.0758293838862559	0	0	0.028436018957346	0.0758293838862559	0.71563981042654	0	NA
554187	5541871	2014	0.125	0.125	0.125	0	0.125	0.125	0.25	2	1	NA	3	2	NA	NA	2	3	4	NA	0.0489296636085627	0.018348623853211	0	0.186544342507645	0.0489296636085627	0	0	0.0489296636085627	0.186544342507645	0.46177370030581	0	NA
560131	5601311	2014	0.125	0.125	0.125	0.125	0.125	0.125	0	1	1	3	NA	2	3	NA	1	3	1	1	0.0262008733624454	0.0262008733624454	0.266375545851528	0	0.0698689956331878	0.266375545851528	0	0.0262008733624454	0.266375545851528	0.0262008733624454	0.0262008733624454	NA
566155	5661551	2014	0.125	0.25	0.125	0.125	0	0.125	0.125	3	1	NA	1	2	2	NA	NA	NA	4	NA	0.23828125	0.0234375	0	0.0234375	0.0625	0.0625	0	0	0	0.58984375	0	NA
560171	5601711	2014	0	0.125	0.125	0.125	0.125	0.125	0.125	3	1	NA	2	3	3	2	3	3	1	1	0.171830985915493	0.0169014084507042	0	0.0450704225352113	0.171830985915493	0.171830985915493	0.0450704225352113	0.171830985915493	0.171830985915493	0.0169014084507042	0.0169014084507042	NA
566195	5661951	2014	0.125	0.25	0.25	0.125	0	0.125	0.125	2	NA	NA	1	3	1	NA	2	NA	3	NA	0.0963855421686747	0	0	0.036144578313253	0.367469879518072	0.036144578313253	0	0.0963855421686747	0	0.367469879518072	0	NA
572099	5720991	2014	0.125	0.125	0.125	0.125	0.125	0.125	0.125	4	1	NA	2	3	2	NA	1	1	2	NA	0.543165467625899	0.0215827338129496	0	0.0575539568345324	0.219424460431655	0.0575539568345324	0	0.0215827338129496	0.0215827338129496	0.0575539568345324	0	NA
572139	5721391	2014	0	0.25	0.25	0.25	0	0	0.25	4	NA	NA	2	3	1	NA	NA	NA	NA	NA	0.645299145299145	0	0	0.0683760683760684	0.260683760683761	0.0256410256410256	0	0	0	0	0	NA
572179	5721791	2014	0.125	0.25	0.25	0.125	0	0	0.25	1	NA	NA	2	3	2	NA	NA	NA	4	NA	0.024	0	0	0.064	0.244	0.064	0	0	0	0.604	0	NA
578163	5781631	2014	0	0.25	0.25	0.25	0.125	0	0	1	1	NA	NA	3	3	NA	NA	2	NA	NA	0.04	0.04	0	0	0.406666666666667	0.406666666666667	0	0	0.106666666666667	0	0	NA
578203	5782031	2014	0	0	0.25	0.125	0	0.25	0.125	NA	NA	3	NA	3	1	NA	3	NA	NA	NA	0	0	0.322751322751323	0	0.322751322751323	0.0317460317460318	0	0.322751322751323	0	0	0	NA
578243	5782431	2014	0	0.25	0.25	0.25	0	0	0	3	3	1	NA	3	3	NA	NA	NA	NA	NA	0.244	0.244	0.024	0	0.244	0.244	0	0	0	0	0	NA
584107	5841071	2014	0.125	0	0.125	0.125	0.125	0.125	0.25	NA	1	NA	3	3	3	NA	1	2	1	NA	0	0.0276497695852535	0	0.28110599078341	0.28110599078341	0.28110599078341	0	0.0276497695852535	0.0737327188940092	0.0276497695852535	0	NA
584147	5841471	2014	0.125	0.25	0.125	0.125	0.125	0	0.125	3	1	NA	1	3	2	NA	NA	1	2	NA	0.354651162790698	0.0348837209302326	0	0.0348837209302326	0.354651162790698	0.0930232558139535	0	0	0.0348837209302326	0.0930232558139535	0	NA
590131	5901311	2014	0.125	0.25	0.25	0.25	0.125	0	0	2	NA	NA	NA	4	1	NA	NA	1	1	NA	0.0864864864864865	0	0	0	0.816216216216216	0.0324324324324324	0	0	0.0324324324324324	0.0324324324324324	0	NA
590171	5901711	2014	0.125	0.25	0.25	0.25	0.125	0	0	1	NA	NA	NA	4	2	NA	NA	1	2	NA	0.0307692307692308	0	0	0	0.774358974358974	0.0820512820512821	0	0	0.0307692307692308	0.0820512820512821	0	NA
590211	5902111	2014	0.375	0	0.375	0.25	0	0	0	NA	NA	NA	NA	3	3	NA	NA	NA	2	NA	0	0	0	0	0.442028985507246	0.442028985507246	0	0	0	0.115942028985507	0	NA
596195	5961951	2014	0	0	0.375	0.25	0.125	0	0.25	NA	NA	NA	1	4	1	NA	NA	1	NA	NA	0	0	0	0.0355029585798817	0.893491124260355	0.0355029585798817	0	0	0.0355029585798817	0	0	NA
596235	5962351	2014	0	0.375	0.25	0.25	0	0	0.125	2	NA	NA	2	3	3	NA	NA	NA	NA	NA	0.103896103896104	0	0	0.103896103896104	0.396103896103896	0.396103896103896	0	0	0	0	0	NA
602099	6020991	2014	0.125	0.25	0.25	0.125	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
602179	6021791	2014	0	0.25	0.25	0.125	0.125	0	0.125	4	1	NA	1	3	NA	NA	NA	1	NA	NA	0.656521739130435	0.0260869565217391	0	0.0260869565217391	0.265217391304348	0	0	0	0.0260869565217391	0	0	NA
602219	6022191	2014	0	0	0.25	0.25	0.25	0	0.25	NA	NA	NA	3	2	3	NA	NA	3	NA	NA	0	0	0	0.306532663316583	0.0804020100502513	0.306532663316583	0	0	0.306532663316583	0	0	NA
608163	6081631	2014	0	0.25	0.25	0.25	0.125	0	0.125	4	NA	NA	1	3	2	NA	NA	1	NA	NA	0.629166666666667	0	0	0.025	0.254166666666667	0.0666666666666667	0	0	0.025	0	0	NA
608203	6082031	2014	0.125	0	0.25	0.25	0.125	0	0.25	NA	NA	NA	3	3	3	NA	NA	1	1	NA	0	0	0	0.312820512820513	0.312820512820513	0.312820512820513	0	0	0.0307692307692308	0.0307692307692308	0	NA
608243	6082431	2014	0	0.375	0.5	0	0	0	0.125	3	NA	NA	2	3	NA	NA	NA	NA	NA	NA	0.442028985507246	0	0	0.115942028985507	0.442028985507246	0	0	0	0	0	0	NA
614107	6141071	2014	0.125	0.25	0.125	0.125	0.125	0.125	0.125	4	NA	NA	1	3	1	NA	1	1	2	NA	0.599206349206349	0	0	0.0238095238095238	0.242063492063492	0.0238095238095238	0	0.0238095238095238	0.0238095238095238	0.0634920634920635	0	NA
614187	6141871	2014	1	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0	0	0	0	0	0	0	0	0	1	0	NA
620211	6202111	2014	0.25	0.25	0.25	0.125	0	0	0	2	NA	NA	NA	3	2	NA	NA	NA	2	3	0.0941176470588235	0	0	0	0.358823529411765	0.0941176470588235	0	0	0	0.0941176470588235	0.358823529411765	NA
620251	6202511	2014	0.125	0.375	0.25	0.25	0	0	0	3	NA	NA	NA	3	2	NA	NA	NA	3	NA	0.306532663316583	0	0	0	0.306532663316583	0.0804020100502513	0	0	0	0.306532663316583	0	NA
626115	6261151	2014	0	0.25	0.25	0.125	0.125	0	0	3	3	NA	NA	3	3	NA	NA	2	4	NA	0.148418491484185	0.148418491484185	0	0	0.148418491484185	0.148418491484185	0	0	0.0389294403892944	0.367396593673966	0	NA
626195	6261951	2014	0.125	0	0.25	0.25	0.125	0	0.25	NA	NA	NA	1	4	2	NA	NA	2	2	NA	0	0	0	0.0292682926829268	0.736585365853659	0.0780487804878049	0	0	0.0780487804878049	0.0780487804878049	0	NA
626235	6262351	2014	0.125	0.125	0.125	0.125	0	0.125	0.125	2	1	3	2	3	1	NA	4	NA	1	NA	0.0495356037151703	0.0185758513931889	0.188854489164087	0.0495356037151703	0.188854489164087	0.0185758513931889	0	0.46749226006192	0	0.0185758513931889	0	NA
632179	6321791	2014	0	0.375	0.375	0.25	0	0	0	2	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	0.0958083832335329	0	0	0	0.904191616766467	0	0	0	0	0	0	NA
638123	6381231	2014	0	0.25	0.25	0.125	0.125	0	0.25	2	NA	NA	3	3	3	NA	NA	3	3	NA	0.0498442367601246	0	0	0.190031152647975	0.190031152647975	0.190031152647975	0	0	0.190031152647975	0.190031152647975	0	NA
638203	6382031	2014	0	0.25	0.375	0.125	0.125	0	0.125	2	NA	NA	1	4	1	NA	NA	1	NA	NA	0.0864864864864865	0	0	0.0324324324324324	0.816216216216216	0.0324324324324324	0	0	0.0324324324324324	0	0	NA
644187	6441871	2014	0	0.375	0.125	0	0	0.125	0.125	4	2	NA	1	3	NA	NA	NA	NA	NA	NA	0.645299145299145	0.0683760683760684	0	0.0256410256410256	0.260683760683761	0	0	0	0	0	0	NA
650171	6501711	2014	0.125	0.25	0.25	0.125	0	0	0	3	2	NA	NA	3	1	NA	NA	NA	2	NA	0.38125	0.1	0	0	0.38125	0.0375	0	0	0	0.1	0	NA
650211	6502111	2014	0.125	0.25	0.375	0.125	0	0	0	2	1	NA	NA	4	1	NA	NA	NA	3	NA	0.0666666666666667	0.025	0	0	0.629166666666667	0.025	0	0	0	0.254166666666667	0	NA
650251	6502511	2014	0	0	0.25	0.125	0.125	0	0.25	NA	NA	3	1	3	1	NA	NA	1	NA	NA	0	0	0.435714285714286	0.0428571428571429	0.435714285714286	0.0428571428571429	0	0	0.0428571428571429	0	0	NA
656195	6561951	2014	0	0.25	0.375	0.125	0	0	0.125	2	1	NA	1	4	1	NA	NA	NA	NA	NA	0.0864864864864865	0.0324324324324324	0	0.0324324324324324	0.816216216216216	0.0324324324324324	0	0	0	0	0	NA
662139	6621391	2014	0	0.375	0.375	0.25	0	0	0	2	NA	NA	NA	4	2	NA	NA	NA	NA	NA	0.087431693989071	0	0	0	0.825136612021858	0.087431693989071	0	0	0	0	0	NA
662179	6621791	2014	0.125	0.25	0.375	0.125	0	0.125	0	2	NA	NA	NA	4	2	NA	NA	NA	1	NA	0.0846560846560847	0	0	0	0.798941798941799	0.0846560846560847	0	0	0	0.0317460317460317	0	NA
662219	6622191	2014	0.125	0.25	0.375	0.125	0	0.125	0	2	NA	NA	NA	4	1	NA	NA	1	1	NA	0.0864864864864865	0	0	0	0.816216216216216	0.0324324324324324	0	0	0.0324324324324324	0.0324324324324324	0	NA
662227	6622271	2014	0	0.125	0.375	0.125	0	0	0.125	1	2	NA	2	4	1	NA	NA	NA	NA	NA	0.0307692307692308	0.0820512820512821	0	0.0820512820512821	0.774358974358974	0.0307692307692308	0	0	0	0	0	NA
662259	6622591	2014	0.125	0.25	0.125	0.125	0.125	0	0.125	3	1	NA	4	3	1	NA	NA	4	3	NA	0.122736418511066	0.0120724346076459	0	0.303822937625755	0.122736418511066	0.0120724346076459	0	0	0.303822937625755	0.122736418511066	0	NA
668163	6681631	2014	0.25	0.375	0.25	0	0.125	0	0	3	NA	NA	NA	2	1	NA	NA	1	4	NA	0.254166666666667	0	0	0	0.0666666666666667	0.025	0	0	0.025	0.629166666666667	0	NA
668203	6682031	2014	0	0	0	0.25	0.125	0.125	0	NA	NA	NA	NA	NA	3	3	2	2	NA	NA	0	0	0	0	0	0.396103896103896	0.396103896103896	0.103896103896104	0.103896103896104	0	0	NA
674147	6741471	2014	0.25	0.25	0.25	0.25	0	0	0	4	NA	NA	NA	3	1	NA	NA	NA	3	NA	0.541218637992832	0	0	0	0.218637992831541	0.021505376344086	0	0	0	0.218637992831541	0	NA
680131	6801311	2014	0.25	0.25	0.25	0	0	0	0.25	2	NA	NA	1	1	NA	NA	NA	NA	4	NA	0.0893854748603352	0	0	0.0335195530726257	0.0335195530726257	0	0	0	0	0.843575418994413	0	NA
680171	6801711	2014	0.25	0.25	0.25	0.25	0	0	0	3	NA	NA	NA	3	1	NA	NA	NA	4	NA	0.218637992831541	0	0	0	0.218637992831541	0.021505376344086	0	0	0	0.541218637992832	0	NA
680195	6801951	2014	0.25	0.25	0.25	0.125	0.125	0	0	1	NA	NA	NA	3	1	NA	NA	1	3	NA	0.0428571428571429	0	0	0	0.435714285714286	0.0428571428571429	0	0	0.0428571428571429	0.435714285714286	0	NA
680211	6802111	2014	0	0.25	0.5	0.25	0	0	0	1	NA	NA	NA	4	2	NA	NA	NA	NA	NA	0.0346820809248555	0	0	0	0.872832369942197	0.092485549132948	0	0	0	0	0	NA
680219	6802191	2014	0	0	0.25	0.25	0.125	0.125	0.25	NA	NA	NA	2	3	3	NA	2	1	NA	NA	0	0	0	0.1	0.38125	0.38125	0	0.1	0.0375	0	0	NA
680251	6802511	2014	0.125	0.25	0.125	0.125	0.125	0	0.25	1	NA	NA	1	3	2	NA	NA	2	3	NA	0.036144578313253	0	0	0.036144578313253	0.367469879518072	0.0963855421686747	0	0	0.0963855421686747	0.367469879518072	0	NA
680291	6802911	2014	0	0.125	0.25	0.125	0.125	0.125	0.25	1	NA	NA	3	3	4	NA	2	3	NA	NA	0.0168539325842697	0	0	0.171348314606742	0.171348314606742	0.424157303370786	0	0.0449438202247191	0.171348314606742	0	0	NA
686155	6861551	2014	0.125	0.25	0.25	0	0.125	0	0.25	1	NA	NA	1	1	NA	NA	NA	1	4	NA	0.0342857142857143	0	0	0.0342857142857143	0.0342857142857143	0	0	0	0.0342857142857143	0.862857142857143	0	NA
692179	6921791	2014	0.125	0.25	0.125	0	0	0	0.25	2	1	NA	1	3	NA	NA	NA	NA	4	NA	0.0666666666666667	0.025	0	0.025	0.254166666666667	0	0	0	0	0.629166666666667	0	NA
692219	6922191	2014	0.125	0.25	0.375	0.25	0	0	0	1	NA	NA	NA	4	1	NA	NA	1	1	NA	0.0342857142857143	0	0	0	0.862857142857143	0.0342857142857143	0	0	0.0342857142857143	0.0342857142857143	0	NA
692227	6922271	2014	0	0	0.25	0.125	0.125	0.125	0.25	NA	NA	NA	2	4	1	NA	2	1	NA	2	0	0	0	0.0758293838862559	0.71563981042654	0.028436018957346	0	0.0758293838862559	0.028436018957346	0	0.0758293838862559	NA
692259	6922591	2014	0.125	0.25	0.125	0.125	0.125	0.125	0.125	1	NA	NA	3	2	2	NA	1	3	3	NA	0.026431718061674	0	0	0.268722466960352	0.0704845814977974	0.0704845814977974	0	0.026431718061674	0.268722466960352	0.268722466960352	0	NA
698203	6982031	2014	0.125	0.25	0.25	0.25	0.125	0	0	4	NA	NA	NA	3	1	NA	NA	1	3	NA	0.529824561403509	0	0	0	0.214035087719298	0.0210526315789474	0	0	0.0210526315789474	0.214035087719298	0	NA
698283	6982831	2014	0.125	0	0.125	0.125	0.125	0.125	0.125	NA	3	NA	1	4	NA	2	3	2	1	NA	0	0.192429022082019	0	0.0189274447949527	0.476340694006309	0	0.0504731861198738	0.192429022082019	0.0504731861198738	0.0189274447949527	0	NA
704107	7041071	2014	0.125	0.375	0.25	0	0	0	0.25	3	NA	NA	2	3	NA	NA	NA	NA	2	NA	0.396103896103896	0	0	0.103896103896104	0.396103896103896	0	0	0	0	0.103896103896104	0	NA
704147	7041471	2014	0.25	0.25	0.25	0	0	0	0.25	3	NA	NA	2	3	NA	NA	NA	NA	4	NA	0.211072664359862	0	0	0.055363321799308	0.211072664359862	0	0	0	0	0.522491349480969	0	NA
704267	7042671	2014	0.125	0	0.25	0.125	0.125	0.125	0.125	NA	NA	NA	2	4	3	NA	4	2	1	2	0	0	0	0.0383693045563549	0.3621103117506	0.146282973621103	0	0.3621103117506	0.0383693045563549	0.0143884892086331	0.0383693045563549	NA
710171	7101711	2014	0.125	0.25	0.125	0.125	0.125	0	0.25	3	NA	NA	1	3	1	NA	NA	1	4	NA	0.209621993127148	0	0	0.0206185567010309	0.209621993127148	0.0206185567010309	0	0	0.0206185567010309	0.518900343642612	0	NA
710211	7102111	2014	0	0.25	0.25	0.125	0	0.125	0	3	1	NA	NA	3	1	NA	NA	NA	3	NA	0.312820512820513	0.0307692307692308	0	0	0.312820512820513	0.0307692307692308	0	0	0	0.312820512820513	0	NA
710251	7102511	2014	0.125	0	0.375	0.125	0	0	0.125	NA	2	NA	2	4	2	NA	NA	NA	2	NA	0	0.0744186046511628	0	0.0744186046511628	0.702325581395349	0.0744186046511628	0	0	0	0.0744186046511628	0	NA
716115	7161151	2014	0.25	0.25	0.25	0.25	0	0	0	1	NA	NA	NA	3	3	NA	NA	NA	3	NA	0.0317460317460318	0	0	0	0.322751322751323	0.322751322751323	0	0	0	0.322751322751323	0	NA
716155	7161551	2014	0.125	0.25	0.25	0.25	0.125	0	0	3	NA	NA	1	3	3	NA	NA	3	3	NA	0.196141479099678	0	0	0.0192926045016077	0.196141479099678	0.196141479099678	0	0	0.196141479099678	0.196141479099678	0	NA
716235	7162351	2014	0.125	0.25	0.125	0.125	0.125	0	0.25	3	NA	NA	1	NA	NA	NA	NA	2	2	NA	0.616161616161616	0	0	0.0606060606060606	0	0	0	0	0.161616161616162	0.161616161616162	0	NA
716275	7162751	2014	0.125	0.25	0.125	0.125	0.125	0	0.25	1	NA	NA	1	2	2	NA	NA	1	3	NA	0.0540540540540541	0	0	0.0540540540540541	0.144144144144144	0.144144144144144	0	0	0.0540540540540541	0.549549549549549	0	NA
722179	7221791	2014	0.125	0.25	0.25	0.25	0.125	0	0	3	NA	NA	NA	3	4	NA	NA	2	2	NA	0.2	0	0	0	0.2	0.495081967213115	0	0	0.0524590163934426	0.0524590163934426	0	NA
722219	7222191	2014	0	0.25	0.25	0.25	0	0	0.25	NA	3	NA	2	4	1	NA	NA	NA	NA	NA	0	0.260683760683761	0	0.0683760683760684	0.645299145299145	0.0256410256410256	0	0	0	0	0	NA
722259	7222591	2014	0	0	0	0.25	0.125	0.125	0.25	NA	NA	NA	1	NA	2	4	4	1	NA	NA	0	0	0	0.0181818181818182	0	0.0484848484848485	0.457575757575758	0.457575757575758	0.0181818181818182	0	0	NA
728203	7282031	2014	0.25	0.375	0.125	0.125	0	0	0.125	2	NA	NA	1	1	1	NA	NA	NA	4	NA	0.0864864864864865	0	0	0.0324324324324324	0.0324324324324324	0.0324324324324324	0	0	0	0.816216216216216	0	NA
728227	7282271	2014	0.125	0.125	0.25	0.125	0.125	0	0.125	2	2	NA	1	4	3	NA	NA	2	3	NA	0.0489296636085627	0.0489296636085627	0	0.018348623853211	0.46177370030581	0.186544342507645	0	0	0.0489296636085627	0.186544342507645	0	NA
728243	7282431	2014	0.125	0.25	0.25	0	0.125	0	0	3	1	NA	NA	4	NA	NA	NA	1	2	NA	0.254166666666667	0.025	0	0	0.629166666666667	0	0	0	0.025	0.0666666666666667	0	NA
