""	"InS_Year"	"InS_Station.nb."	"InS_SiteId"	"InS_X"	"InS_Y"	"InS_SampId"	"InS_aIdstao"	"InS_aIdbeob"	"InS_BearbeiterIn"	"InS_Aufnahmetyp"	"InS_Abschnittslaenge"	"InS_Absturze"	"InS_Absturzhoehe"	"InS_Absturzmaterial"	"InS_Absturztyp"	"InS_Aeusserer.Aspekt"	"InS_BEWALGEN"	"InS_Bauhoehe"	"InS_Baumaterial"	"InS_Bauwerke"	"InS_Bem_Abfaelle"	"InS_Bem_Bewuchs"	"InS_Bem_Eisensulfid"	"InS_Bem_Geruch"	"InS_Bem_Schaum"	"InS_Bem_Schlamm"	"InS_Bem_Trubung"	"InS_Bem_Verfaerbung"	"InS_LUFBEBEW"	"InS_RUFBEBEW"	"InS_LBUKVER"	"InS_RBUKVER"	"InS_GSBREITE"	"InS_LBUKMAT"	"InS_RBUKMAT"	"InS_EINDOL"	"InS_BEWMAKRO"	"InS_SOHLMAT"	"InS_Moose"	"InS_OEKOMKLASSE_1"	"InS_MSK_Nr"	"InS_VNATABST"	"InS_Praesenz_Abfaelle"	"InS_Praesenz_Bewuchs"	"InS_Praesenz_Eisensulfid"	"InS_Praesenz_Feststoffe"	"InS_Praesenz_Geruch"	"InS_Praesenz_Kolmation"	"InS_Praesenz_Schaum"	"InS_Praesenz_Schlamm"	"InS_Praesenz_Trubung"	"InS_Praesenz_Verfaerbung"	"InS_SOHLVER"	"InS_GSTIEFE"	"InS_TIEFENVAR"	"InS_LUFBEBRE"	"InS_RUFBEBRE"	"InS_Ursache_Bewuchs"	"InS_Ursache_Eisensulfid"	"InS_Ursache_Geruch"	"InS_Ursache_Kolmation"	"InS_Ursache_Schaum"	"InS_Ursache_Schlamm"	"InS_Ursache_Trubung"	"InS_Ursache_Verfaerbung"	"InS_BREITENVAR"	"InS_SPEAR"	"InS_dominantes_Substrat"	"InS_Substrat_0"	"InS_Substrat_1"	"InS_Substrat_2"	"InS_Substrat_3"	"InS_Substrat_4"	"InS_Substrat_5"	"InS_Substrat_6"	"InS_Substrat_7"	"InS_Substrat_8"	"InS_Substrat_9"	"InS_Substrat_10"	"InS_Teilprobe_P1"	"InS_Teilprobe_P2"	"InS_Teilprobe_P3"	"InS_Teilprobe_P4"	"InS_Teilprobe_P5"	"InS_Teilprobe_P6"	"InS_Teilprobe_P7"	"InS_Teilprobe_P8"
"730"	2017	"674155"	"CSCF_674155"	"674035"	"155000"	"CSCF_674155_2017-07-04"	674155	6741552	"Freiburghaus Manuel"	"Normalaufnahme_Z9"	25	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	2.5	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	""	""	""	""	""	""	""	""	"1"	51.2	"1"	NA	3	NA	NA	NA	NA	2	NA	NA	NA	3	"s10v4"	"s10v5"	"s10v3"	"s6v4"	"s6v5"	"s6v3"	"s1v4"	"s1v5"
"731"	2017	"674179"	"CSCF_674179"	"674432"	"179000"	"CSCF_674179_2017-06-10"	674179	6741792	"Conelli Alberto"	"Normalaufnahme_Z9"	80	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	8	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	""	""	""	""	""	""	""	""	"1"	50.2	"1"	NA	3	1	NA	NA	1	2	NA	NA	NA	3	"s10v4"	"s10v5"	"s6v4"	"s6v5"	"s5v5"	"s5v3"	"s2v3"	"s1v5"
"732"	2017	"680139"	"CSCF_680139"	"680978"	"139633"	"CSCF_680139_2017-06-21"	680139	6801392	"Nembrini Marco"	"Normalaufnahme_Z9"	35	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	3.5	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	""	""	""	""	""	""	""	""	"1"	17.65	"1"	NA	4	NA	NA	NA	1	3	NA	NA	NA	3	"s10v4"	"s10v5"	"s6v4"	"s6v5"	"s5v5"	"s5v3"	"s1v4"	"s1v5"
"733"	2017	"680219"	"CSCF_680219"	"680421"	"220000"	"CSCF_680219_2017-03-15"	680219	6802192	"Mulattieri Pascal"	"Normalaufnahme_Z9"	5	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	0.3	""	""	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	2	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"2"	15	15	""	""	""	""	""	""	""	""	"2"	23.6	"6"	NA	NA	1	3	NA	3	3	2	NA	NA	NA	"s7v3"	"s7v1"	"s6v3"	"s6v1"	"s5v3"	"s5v1"	"s3v1"	"s2v1"
"734"	2017	"680259"	"CSCF_680259"	"680577"	"260000"	"CSCF_680259_2017-03-30"	680259	6802592	"Wuethrich Remo"	"Normalaufnahme_Z9"	100	""	NA	""	"0"	0.333	"1"	NA	""	""	"Verpackungen"	""	""	""	""	""	""	""	"2"	"2"	"6"	"6"	10	"4"	"4"	"0"	"2"	"1"	"1"	"Klasse IV: Naturfremd oder kuenstlich"	10	"0"	"vereinzelte"	"wenig"	"0%"	"keine"	"leicht/mittel"	"stark"	"wenig/mittel"	"kein"	"kein"	"kein"	"6"	NA	"3"	5	5	"anthropogen"	""	"anthropogen"	"anthropogen"	"unbekannt"	""	""	""	"2"	29.2	"6"	NA	2	1	1	NA	NA	4	NA	2	1	2	"s10v5"	"s10v3"	"s9v5"	"s8v5"	"s6v5"	"s3v3"	"s2v5"	"s1v5"
"735"	2017	"686123"	"CSCF_686123"	"686000"	"123479"	"CSCF_686123_2017-06-23"	686123	6861232	"Jann Beatrice"	"Normalaufnahme_Z9"	50	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	5	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	""	""	""	""	""	""	""	""	"1"	24.4	"10"	NA	3	NA	NA	NA	NA	2	NA	NA	NA	3	"s10v5"	"s10v5"	"s10v3"	"s6v5"	"s6v5"	"s6v3"	"s1v5"	"s1v5"
"736"	2017	"686163"	"CSCF_686163"	"686000"	"163547"	"CSCF_686163_2017-05-31"	686163	6861632	"Jann Beatrice"	"Normalaufnahme_Z9"	100	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	"Schmelzwasser"	"1"	"1"	"1"	"1"	10	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"kein"	"leicht/mittel"	"1"	NA	"1"	16	16	""	""	""	"naturlich"	""	""	""	"naturlich"	"1"	63.17	"10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"s10v4"	"s10v5"	"s10v5"	"s6v4"	"s2v5"	"s2v3"	"s2v3"	"s1v5"
"737"	2017	"686243"	"CSCF_686243"	"686000"	"243147"	"CSCF_686243_2017-03-20"	686243	6862432	"Carlevaro Anna"	"Normalaufnahme_Z9"	18	""	NA	""	"0"	0.722	"1"	NA	""	""	"Verpackungen"	""	""	""	""	""	""	""	"1"	"1"	"5"	"1"	1.8	"4"	""	"0"	"1"	"4"	"1"	"Klasse III: stark beeintraechtigt"	5.5	"0"	"vereinzelte"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"3"	NA	"1"	16	16	""	""	""	""	""	""	""	""	"2"	21.93	"6"	NA	2	1	NA	NA	3	4	1	NA	NA	1	"s10v5"	"s10v3"	"s7v3"	"s6v5"	"s6v3"	"s5v5"	"s2v1"	"s1v5"
"738"	2017	"692227"	"CSCF_692227"	"692019"	"228000"	"CSCF_692227_2017-04-09"	692227	6922272	"Wuethrich Remo"	"Normalaufnahme_Z9"	20	""	NA	""	"0"	0.389	"1"	NA	""	""	"Verpackungen"	""	""	""	""	"Landwirtschaft"	""	""	"1"	"1"	"1"	"1"	2	""	""	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	2	"0"	"vereinzelte"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"viel"	"leicht/mittel"	"kein"	"1"	NA	"2"	5	4	""	""	""	"anthropogen"	""	"anthropogen"	"naturlich"	""	"1"	21.04	"6"	3	NA	1	3	NA	1	4	1	NA	NA	NA	"s8v3"	"s8v1"	"s7v5"	"s7v3"	"s6v5"	"s6v3"	"s3v3"	"s2v3"
"739"	2017	"698211"	"CSCF_698211"	"698000"	"211326"	"CSCF_698211_2017-05-28"	698211	6982112	"Carlevaro Anna"	"Normalaufnahme_Z9"	10	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	10	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	""	""	""	""	""	""	""	""	"1"	40.1	"6"	NA	NA	2	1	NA	2	3	1	NA	NA	2	"s10v3"	"s10v1"	"s7v1"	"s6v3"	"s6v1"	"s5v1"	"s3v1"	"s2v1"
"740"	2017	"698211"	"CSCF_698211"	"698000"	"211326"	"CSCF_698211_2017-05-25"	698211	6982112	"Carlevaro Anna"	"Normalaufnahme_Z9"	10	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	10	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	""	""	""	""	""	""	""	""	"1"	40.1	"6"	NA	NA	2	1	NA	2	3	1	NA	NA	2	"s10v3"	"s10v1"	"s7v1"	"s6v3"	"s6v1"	"s5v1"	"s3v1"	"s2v1"
"741"	2017	"698251"	"CSCF_698251"	"698000"	"251112"	"CSCF_698251_2017-03-16"	698251	6982512	"Wenger Remo"	"Normalaufnahme_Z9"	27	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	2.7	""	""	"0"	"1"	""	"2"	"Klasse I: natuerlich oder naturnah"	1	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	6	3	""	""	""	"naturlich"	""	""	""	""	"1"	32.49	"6"	2	NA	1	NA	NA	1	4	1	NA	3	2	"s10v5"	"s10v3"	"s9v5"	"s7v5"	"s6v5"	"s5v5"	"s2v3"	"s0v5"
"742"	2017	"704115"	"CSCF_704115"	"704243"	"116000"	"CSCF_704115_2017-04-21"	704115	7041152	"Conelli Alberto"	"Normalaufnahme_Z9"	87.5	""	NA	""	"0"	0.722	"1"	NA	""	""	"Metallgegenst„nde"	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	8.75	""	""	"0"	"1"	""	"2"	"Klasse I: natuerlich oder naturnah"	0	"1"	"vereinzelte"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	""	""	""	""	""	""	""	""	"1"	35.66	"6"	NA	NA	NA	NA	NA	2	3	3	NA	3	3	"s10v5"	"s10v3"	"s9v5"	"s9v3"	"s7v5"	"s7v3"	"s6v5"	"s5v3"
"743"	2017	"704195"	"CSCF_704195"	"705000"	"195140"	"CSCF_704195_2017-05-25"	704195	7041952	"Gandolfi Paola"	"Normalaufnahme_Z9"	45	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	4.5	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	""	""	""	""	""	""	""	""	"1"	25.95	"1"	NA	4	NA	NA	NA	2	3	NA	NA	NA	1	"s10v4"	"s10v5"	"s6v4"	"s6v5"	"s5v5"	"s5v3"	"s1v4"	"s1v5"
"744"	2017	"704235"	"CSCF_704235"	"704000"	"235441"	"CSCF_704235_2017-03-20"	704235	7042352	"Carlevaro Anna"	"Normalaufnahme_Z9"	14	""	NA	""	"0"	0.694	"1"	NA	""	""	"Verpackungen, Andere; Flasche"	""	""	""	""	""	""	"Moorausfluss"	"1"	"1"	"1"	"1"	1.4	""	""	"0"	"1"	""	"1"	"Klasse II: wenig beeintraechtigt"	3	"0"	"vereinzelte"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"leicht/mittel"	"1"	NA	"2"	4	5	""	""	""	""	""	""	""	"unbekannt"	"2"	9.52	"6"	NA	1	1	NA	NA	2	4	NA	1	NA	1	"s10v5"	"s10v3"	"s8v3"	"s6v5"	"s6v3"	"s5v1"	"s2v1"	"s1v3"
"745"	2017	"704275"	"CSCF_704275"	"705000"	"275655"	"CSCF_704275_2017-03-02"	704275	7042752	"Wenger Remo"	"Normalaufnahme_Z9"	14	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	1.4	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	1	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	"1"	NA	"3"	4	5	""	""	""	""	""	"naturlich"	""	""	"1"	24.79	"5"	NA	NA	1	1	NA	4	3	3	NA	NA	NA	"s7v5"	"s7v3"	"s6v5"	"s6v3"	"s5v5"	"s5v3"	"s3v1"	"s2v3"
"746"	2017	"710099"	"CSCF_710099"	"710023"	"99423"	"CSCF_710099_2017-04-30"	710099	7100992	"Jann Beatrice"	"Normalaufnahme_Z9"	33	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	3.3	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	""	""	""	""	""	""	""	""	"1"	45.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"s10v4"	"s10v5"	"s7v5"	"s6v4"	"s6v5"	"s1v5"	"s0v4"	"s0v5"
"747"	2017	"710139"	"CSCF_710139"	"710464"	"140000"	"CSCF_710139_2017-03-19"	710139	7101392	"Gandolfi Paola"	"Normalaufnahme_Z9"	102	""	NA	""	"0"	0.667	"1"	NA	""	""	"Diverses"	""	""	""	""	""	""	""	"3"	"3"	"6"	"4"	10.2	"1"	"1"	"0"	"1"	""	"1"	"Klasse III: stark beeintraechtigt"	7	"1"	"vereinzelte"	"kein"	"0%"	"keine"	"kein"	"kein"	"wenig/mittel"	"wenig/mittel"	"kein"	"kein"	"1"	NA	"2"	2	4	""	""	""	""	"unbekannt"	"unbekannt"	""	""	"2"	38.12	"6"	NA	3	1	1	NA	2	3	NA	NA	NA	3	"s10v4"	"s10v5"	"s6v4"	"s6v5"	"s5v5"	"s3v1"	"s2v3"	"s1v5"
"748"	2017	"710179"	"CSCF_710179"	"710000"	"179999"	"CSCF_710179_2017-05-27"	710179	7101792	"Conelli Alberto"	"Normalaufnahme_Z9"	130	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	13	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	""	""	""	""	""	""	""	""	"1"	58.63	"6"	NA	3	NA	NA	NA	NA	3	NA	NA	NA	3	"s10v4"	"s10v5"	"s10v3"	"s6v4"	"s6v5"	"s6v3"	"s1v4"	"s1v5"
"749"	2017	"710179"	"CSCF_710179"	"710000"	"179999"	"CSCF_710179_2017-05-24"	710179	7101792	"Conelli Alberto"	"Normalaufnahme_Z9"	130	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	13	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	""	""	""	""	""	""	""	""	"1"	58.63	"6"	NA	3	NA	NA	NA	NA	3	NA	NA	NA	3	"s10v4"	"s10v5"	"s10v3"	"s6v4"	"s6v5"	"s6v3"	"s1v4"	"s1v5"
"750"	2017	"710219"	"CSCF_710219"	"710909"	"220000"	"CSCF_710219_2017-04-07"	710219	7102192	"Carlevaro Anna"	"Normalaufnahme_Z9"	40	""	NA	""	"0"	0.722	"1"	NA	""	""	"Verpackungen"	""	""	""	""	""	""	""	"2"	"2"	"1"	"1"	4	""	""	"0"	"1"	""	"2"	"Klasse II: wenig beeintraechtigt"	2.25	"0"	"vereinzelte"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	0	7	""	""	""	""	""	""	""	""	"1"	38.36	"6"	NA	NA	1	NA	NA	1	4	NA	NA	2	3	"s10v5"	"s10v3"	"s9v5"	"s9v3"	"s6v5"	"s6v3"	"s5v3"	"s2v1"
"751"	2017	"710259"	"CSCF_710259"	"710000"	"259630"	"CSCF_710259_2017-03-03"	710259	7102592	"Wenger Remo"	"Normalaufnahme_Z9"	22	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"3"	"3"	"6"	"6"	2.2	"4"	"4"	"0"	"1"	"5"	"3"	"Klasse IV: Naturfremd oder kuenstlich"	12	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"6"	NA	"3"	1	1	""	""	""	""	""	""	""	""	"3"	30.84	"9"	2	2	NA	NA	NA	2	1	NA	2	4	NA	"s9v5"	"s9v3"	"s8v5"	"s8v3"	"s6v5"	"s5v5"	"s1v5"	"s0v5"
"752"	2017	"716083"	"CSCF_716083"	"716386"	"83965"	"CSCF_716083_2017-04-07"	716083	7160832	"Gandolfi Paola"	"Normalaufnahme_Z9"	18	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	1.8	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"2"	16	16	""	""	""	""	""	""	""	""	"1"	37.8	"6"	NA	NA	NA	NA	NA	NA	4	3	NA	NA	NA	"s7v3"	"s7v3"	"s7v1"	"s7v1"	"s6v3"	"s6v3"	"s6v1"	"s6v1"
"753"	2017	"716123"	"CSCF_716123"	"717000"	"123778"	"CSCF_716123_2017-05-10"	716123	7161232	"Nembrini Marco"	"Normalaufnahme_Z9"	130	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	13	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	""	""	""	""	""	""	""	""	"1"	58.21	"10"	NA	3	NA	NA	NA	1	3	NA	NA	NA	3	"s10v4"	"s10v5"	"s6v4"	"s6v5"	"s5v5"	"s5v3"	"s1v4"	"s1v5"
"754"	2017	"716163"	"CSCF_716163"	"716000"	"163434"	"CSCF_716163_2017-06-13"	716163	7161632	"Gandolfi Paola"	"Normalaufnahme_Z9"	100	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	10	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"2"	16	16	""	""	""	"naturlich"	""	""	""	""	"1"	29.79	"5"	NA	NA	2	NA	NA	4	3	NA	NA	1	NA	"s9v5"	"s9v3"	"s6v5"	"s6v3"	"s5v5"	"s5v3"	"s2v5"	"s2v3"
"755"	2017	"716243"	"CSCF_716243"	"716000"	"243957"	"CSCF_716243_2017-04-16"	716243	7162432	"Wuethrich Remo"	"Normalaufnahme_Z9"	13	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	1.3	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	""	""	""	""	""	""	""	""	"1"	51.77	"1"	NA	4	NA	NA	NA	1	3	1	NA	NA	1	"s10v5"	"s10v3"	"s7v5"	"s7v3"	"s6v5"	"s6v3"	"s5v5"	"s1v5"
"756"	2017	"722107"	"CSCF_722107"	"722926"	"107000"	"CSCF_722107_2017-05-02"	722107	7221072	"Conelli Alberto"	"Normalaufnahme_Z9"	24	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	2.4	""	""	"0"	"1"	""	"2"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	""	""	""	""	""	""	""	""	"1"	44.56	"6"	NA	NA	NA	NA	NA	2	3	2	NA	3	2	"s10v4"	"s10v5"	"s9v4"	"s9v5"	"s7v4"	"s7v5"	"s6v5"	"s5v3"
"757"	2017	"722147"	"CSCF_722147"	"722000"	"147536"	"CSCF_722147_2017-05-15"	722147	7221472	"Conelli Alberto"	"Normalaufnahme_Z9"	60	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	6	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	""	""	""	""	""	""	""	""	"1"	62.08	"1"	NA	4	NA	NA	NA	NA	1	NA	NA	NA	1	"s10v4"	"s10v5"	"s10v3"	"s6v4"	"s6v5"	"s6v3"	"s1v4"	"s1v5"
"758"	2017	"722187"	"CSCF_722187"	"722522"	"187937"	"CSCF_722187_2017-07-01"	722187	7221872	"Wuethrich Remo"	"Normalaufnahme_Z9"	25	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	2.5	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	""	""	""	""	""	""	""	""	"1"	0	"10"	NA	2	NA	NA	NA	2	3	NA	NA	NA	3	"s10v4"	"s10v5"	"s6v4"	"s6v5"	"s5v5"	"s5v3"	"s1v4"	"s1v5"
"759"	2017	"722227"	"CSCF_722227"	"722000"	"227577"	"CSCF_722227_2017-03-23"	722227	7222272	"Carlevaro Anna"	"Normalaufnahme_Z9"	14	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"2"	"2"	"6"	"6"	1.4	"4"	"4"	"0"	"1"	"4"	"3"	"Klasse IV: Naturfremd oder kuenstlich"	12	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"6"	NA	"3"	0	0	""	""	""	""	""	""	""	""	"3"	32.85	"1"	NA	4	NA	NA	NA	NA	NA	NA	NA	3	NA	"s9v4"	"s9v4"	"s9v5"	"s9v5"	"s1v4"	"s1v4"	"s1v4"	"s1v4"
"760"	2017	"722227"	"CSCF_722227"	"722000"	"227577"	"CSCF_722227_2017-03-20"	722227	7222272	"Carlevaro Anna"	"Normalaufnahme_Z9"	14	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"2"	"2"	"6"	"6"	1.4	"4"	"4"	"0"	"1"	"4"	"3"	"Klasse IV: Naturfremd oder kuenstlich"	12	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"6"	NA	"3"	0	0	""	""	""	""	""	""	""	""	"3"	32.85	"1"	NA	4	NA	NA	NA	NA	NA	NA	NA	3	NA	"s9v4"	"s9v4"	"s9v5"	"s9v5"	"s1v4"	"s1v4"	"s1v4"	"s1v4"
"761"	2017	"722267"	"CSCF_722267"	"722000"	"267859"	"CSCF_722267_2017-03-09"	722267	7222672	"Muerle Uta"	"Normalaufnahme_Z9"	26	""	NA	""	"0"	0.722	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	2.6	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"stark"	"kein"	"kein"	"leicht/mittel"	"kein"	"1"	NA	"1"	10	6	""	""	""	"naturlich"	""	""	"unbekannt"	""	"1"	31.44	"6"	1	2	2	1	NA	2	4	1	NA	NA	NA	"s7v5"	"s6v4"	"s6v5"	"s5v5"	"s3v3"	"s2v3"	"s1v4"	"s0v4"
"762"	2017	"734155"	"CSCF_734155"	"734000"	"155298"	"CSCF_734155_2017-03-14"	734155	7341552	"Nembrini Marco"	"Normalaufnahme_Z9"	23	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	""	"1"	"1"	"1"	"1"	2.3	""	""	"0"	"1"	""	"2"	"Klasse I: natuerlich oder naturnah"	0	"1"	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	NA	"1"	16	16	""	""	""	""	""	""	""	""	"1"	44.27	"10"	NA	3	NA	NA	NA	1	3	NA	NA	2	3	"s10v4"	"s10v5"	"s9v4"	"s9v5"	"s6v4"	"s6v5"	"s5v5"	"s1v5"
"763"	2017	"734275"	"CSCF_734275"	"734000"	"275894"	"CSCF_734275_2017-03-08"	734275	7342752	"Muerle Uta"	"Normalaufnahme_Z9"	40	""	NA	""	"0"	1	"1"	NA	""	""	""	""	""	""	""	""	""	"Farbe geloest"	"1"	"1"	"1"	"1"	4.26	""	""	"0"	"1"	""	"1"	"Klasse I: natuerlich oder naturnah"	0	"0"	"keine"	"kein"	"0%"	"keine"	"kein"	"stark"	"wenig/mittel"	"kein"	"kein"	"leicht/mittel"	"1"	NA	"1"	16	16	""	""	""	"naturlich"	"naturlich"	""	""	"naturlich"	"1"	27.54	"6"	NA	3	2	NA	NA	3	4	1	NA	NA	2	"s10v4"	"s10v5"	"s7v4"	"s7v5"	"s6v5"	"s5v5"	"s2v3"	"s1v5"
